trade_id,symbol,bucket,side,entry_time,entry_price,exit_time,exit_price,qty,stop_price,target_price,risk_dollars,pnl_dollars,pnl_percent,r_multiple,holding_minutes,status,notes
cf9bae34-aadc-49f3-bb54-5940505fdab1,DIS,RECOVERED,buy,2026-01-03 17:30:55.479341+00:00,112.127686,2026-01-05 14:32:14.523267+00:00,112.127686,121.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 557f6c33-1ce0-4b01-8ca9-c8a0e85e3afd
93f2b3e4-0be8-4da1-9e75-0e996b24da23,XOM,RECOVERED,buy,2026-01-03 17:30:55.179252+00:00,125.597727,2026-01-05 14:32:09.338153+00:00,125.597727,110.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 4b063c62-25b5-491e-b940-124f0a60b756
14cf86cd-b62f-4e84-83be-9ce62cfb73bb,ROKU,RECOVERED,buy,2026-01-03 17:30:55.322695+00:00,111.876129,2026-01-05 14:32:24.486769+00:00,111.876129,124.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 353a3db4-189a-4948-bd5d-b0eb23ae6758
5089de46-7898-4413-8f8e-dc1983b133b6,XOM,RECOVERED,buy,2026-01-03 17:30:55.051034+00:00,125.431636,2026-01-05 14:32:34.788161+00:00,125.431636,110.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 1d672243-c0d9-484a-95ee-7a90658311d0
9d98abf8-bc59-4c51-afcd-0ff497c8f77a,WBD,RECOVERED,buy,2026-01-03 17:30:55.615894+00:00,28.5748,2026-01-05 14:31:49.940323+00:00,28.5748,475.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order fbd746ed-5ba4-462c-a0d9-a7a01f270899
8a99edd8-5175-4ae0-8d9c-60670fbac618,NVDA,RECOVERED,sell,2025-12-30 18:03:44.961478+00:00,187.870555,2025-12-30 18:03:47.225071+00:00,187.870555,72.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 2b95f60b-3949-46aa-8cff-5eec66241dd1
d04f967c-ee67-49ac-b252-397c11690743,AAL,RECOVERED,buy,2025-12-30 17:44:50.496156+00:00,15.41,2025-12-30 17:44:52.107169+00:00,15.41,883.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order c2272bda-f0c6-4461-ba74-e5ce605ba812
211404b6-9520-4e76-a1c6-c80f58561d73,WFC,RECOVERED,buy,2025-12-30 17:21:35.077402+00:00,94.1,2025-12-30 17:21:38.028182+00:00,94.1,144.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order b749c7ac-2ef0-4fc7-902b-e2760c77f38f
56cd4219-ecbe-4f73-8760-280019c4c832,GOOGL,RECOVERED,buy,2025-12-30 16:49:26.440416+00:00,314.54,2025-12-30 16:49:26.683247+00:00,314.54,43.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order b6a0a4f1-13b5-4dc8-82a2-1c9aae81b00d
8b7b2fe8-54c3-4624-b494-c4956e372772,CELH,RECOVERED,sell,2025-11-17 16:16:42.144769+00:00,40.88,2025-11-17 16:16:43.544804+00:00,40.88,200.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 877d9990-7e4e-4127-bac8-2d57443425f7
cd0c88ff-dcdb-46d2-a005-2ab6b8db486f,CELH,RECOVERED,buy,2025-11-17 15:35:15.089012+00:00,40.73,2025-11-17 15:35:15.699905+00:00,40.73,100.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 5cd7ff24-b080-4769-bb2d-b97318fbcb07
05801945-9b48-42f2-96aa-1c23ea4beae9,AEHR,RECOVERED,sell,2025-11-17 15:34:55.661449+00:00,20.11,2025-11-17 15:34:55.784159+00:00,20.11,450.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 3404f984-c0d0-46c6-8996-bef8f8af266a
05917a1f-1ae6-4d98-a3dd-db3554ff71e6,ORCL,RECOVERED,sell,2025-11-17 15:34:39.949848+00:00,218.89,2025-11-17 15:34:40.355443+00:00,218.89,50.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order c4382800-0625-4dab-bc0e-bb885084095c
24bad236-7f3f-4f86-8ddd-1cd7b0858be0,IONQ,RECOVERED,sell,2025-11-17 15:31:39.741180+00:00,55.34,2025-12-09 15:41:16.582678+00:00,55.34,1000.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order b3e59142-b794-4322-94a5-e36c00566d4c
d2f6c9fa-09b7-4b79-823f-e5ce7c0c072d,IONQ,RECOVERED,buy,2025-11-17 15:30:58.022570+00:00,48.90072,2025-11-17 15:30:58.409474+00:00,48.90072,1000.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order e29569e9-0be4-4282-9f4d-40254c9d813d
059e54fc-f34f-4990-9b36-c87d1ceaa1e4,TSLA,RECOVERED,sell,2025-10-27 20:46:23.185263+00:00,452.75,2025-10-28 13:30:45.937878+00:00,452.75,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order a9237525-c418-4902-a498-a8a22bd49e00
cdeca710-ed20-4df3-8bbd-453d19b35f4c,SPY,RECOVERED,sell,2025-10-27 20:46:09.606805+00:00,686.88,2025-10-28 13:30:43.544264+00:00,686.88,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 60f6e73b-4f4d-461e-acec-b2141d4368cc
7191e82c-6f73-4d6e-9c64-bc431c9dd4ca,CELH,RECOVERED,buy,2025-10-27 20:50:26.701924+00:00,61.7998,2025-10-28 13:31:07.206989+00:00,61.7998,100.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 78c4e5cf-5ff3-4abc-917f-713b5f678e9c
55329199-936f-44de-bd70-1f59987852e8,AAPL,RECOVERED,sell,2025-10-27 20:46:37.154547+00:00,269.46,2025-10-28 13:30:11.174924+00:00,269.46,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order c07ff026-705a-42c8-8e5d-d06a4d91d8ef
745e7667-1696-4686-b2e6-2c1cab6bf574,ORCL,RECOVERED,buy,2025-10-27 15:43:26.210085+00:00,282.8364,2025-10-27 15:43:28.314320+00:00,282.8364,50.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order e7d44514-9187-4bad-a51d-848a7820b5de
3983923d-9f9e-4ae9-a0f8-ecd6edcc0725,HMC,RECOVERED,sell,2025-10-27 14:26:46.657193+00:00,31.77,2025-10-27 14:26:46.751290+00:00,31.77,2.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order f73cf9ca-50c7-46cf-870a-783772eaa41b
876b1905-d84d-433b-bc60-ff85f7cbde03,DV,RECOVERED,sell,2025-10-27 14:24:52.410727+00:00,12.15,2025-10-27 14:24:53.600799+00:00,12.15,500.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order b0f5693b-ecbe-4b19-a75c-27ca6af291fb
68f5dd29-2e5d-4d52-852f-82f8a35403e9,MA,RECOVERED,sell,2025-10-27 14:24:00.795547+00:00,571.92,2025-10-27 14:24:01.138463+00:00,571.92,42.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 350c84d9-fe60-464f-9369-df13e008b3d0
f05625c7-d36b-471d-ba2d-3ff927e31b1b,NVDA,RECOVERED,sell,2025-10-27 14:23:40.878140+00:00,188.734667,2025-10-27 14:23:43.001076+00:00,188.734667,150.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 49159aa7-817e-42e0-8164-1fa78c7a8367
d4c587bb-b0bd-492e-b57f-1232cf5d17ee,MSFT,RECOVERED,sell,2025-10-27 14:23:13.925089+00:00,532.1926,2025-10-27 14:23:15.573537+00:00,532.1926,100.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 1f0266f0-e89c-431a-b97d-67dcea669fbb
3c467df0-2bbb-4e92-aeed-46e49b715e1e,AEHR,RECOVERED,sell,2025-10-27 14:22:47.530747+00:00,24.58,2025-10-27 14:25:44.123599+00:00,24.58,500.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order d336f396-b0e3-4309-b467-c86a18b91a7c
0a99c2db-d69f-4933-93e6-3ab235837e9b,BBAI,RECOVERED,sell,2025-10-27 14:22:12.359472+00:00,7.04,2025-10-27 14:22:12.801725+00:00,7.04,2500.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 83698d24-b8d2-458c-8871-0649049bd6dd
edb14c6f-c854-4847-8400-e30bc93f2395,RR,RECOVERED,sell,2025-10-27 14:21:55.688365+00:00,5.95984,2025-10-27 14:21:57.764796+00:00,5.95984,3000.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 544c1948-bec6-4603-aa70-dfc53f22c79b
b8730edd-8b4f-45a7-b400-ddb90146a941,BBAI,RECOVERED,sell,2025-10-27 14:19:55.606034+00:00,7.06,2025-10-27 14:19:55.698678+00:00,7.06,2500.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order f45998d2-9237-4466-9f6c-e1a588ae7307
6b0a7f95-60de-4d98-ac40-a0f6c3d29667,TSLA,RECOVERED,buy,2025-10-26 12:15:40.780526+00:00,440.71,2025-10-27 13:30:30.932890+00:00,440.71,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 5d7de302-2115-4dff-a4a6-dcf56116bd45
6b205994-ac9a-4845-b62b-30af25c959aa,SPY,RECOVERED,buy,2025-10-26 12:15:31.653670+00:00,682.86,2025-10-27 13:30:57.723187+00:00,682.86,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 113ab39b-87ff-472d-850e-5fd578a8109d
41d633e0-9388-4603-8efd-d35ca54befcc,AAPL,RECOVERED,buy,2025-10-26 12:15:11.533269+00:00,265.84,2025-10-27 13:30:36.300320+00:00,265.84,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order eb74791f-5c9b-4ad8-83c4-9e1d03601009
94c90c95-cf34-4afe-83c9-48f12837b4d9,AEHR,RECOVERED,buy,2025-10-23 16:10:49.665060+00:00,24.7,2025-10-23 16:16:12.268206+00:00,24.7,500.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 9223adc0-1305-4023-8de7-f574b39cb130
5da3e4ff-3694-4f77-872c-1ee952481ffa,RR,RECOVERED,buy,2025-10-16 13:59:30.145338+00:00,6.09,2025-10-16 13:59:34.394380+00:00,6.09,3000.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 5a30f9e2-198c-48e6-bf23-c16ba09f740a
d89f35e1-cafc-4cee-bbd2-b49f21700bc1,BBAI,RECOVERED,buy,2025-10-16 13:58:39.346136+00:00,8.18,2025-10-16 13:58:41.864601+00:00,8.18,5000.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order a587be83-ef20-47fc-9b46-d3cf4fe30d8c
d94bda3a-69b6-4963-940b-216863cb0e8d,GOOGL,RECOVERED,sell,2025-10-16 13:57:12.472063+00:00,254.8376,2025-10-16 13:57:14.204547+00:00,254.8376,250.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order a90587b5-0856-4b3f-8672-ab7918b364be
4b5e8dd2-7db2-42a9-9bdc-9836506e069c,DV,RECOVERED,buy,2025-10-15 18:46:31.555719+00:00,10.99,2025-10-15 18:46:31.848462+00:00,10.99,500.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 8777255e-0c36-4275-bca5-8624e7675d1c
fcfc47b8-d5c1-49f6-9c58-984b3d022b8b,HMC,RECOVERED,buy,2025-10-14 17:18:00.545595+00:00,30.57,2025-10-14 17:18:00.703365+00:00,30.57,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 609f3249-0716-4e16-a8bc-4a522e082505
9751d887-78c4-40e1-99ee-bda99f323ac1,MA,RECOVERED,buy,2025-10-14 17:12:10.349782+00:00,565.5,2025-10-14 17:12:10.789209+00:00,565.5,10.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order d2edfb99-7d44-454e-95fc-9523f77b74e9
f53de7f2-ff7d-475d-83c4-108171ee9baa,MA,RECOVERED,buy,2025-10-14 17:11:24.026405+00:00,565.454545,2025-10-14 17:11:25.141426+00:00,565.454545,11.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order c741c405-2bb7-4ac5-800c-77f373feba19
f067bdcb-0216-4965-9082-daf83b2d2c08,GOOGL,RECOVERED,buy,2025-10-14 17:09:34.688748+00:00,246.09,2025-10-14 17:09:35.122971+00:00,246.09,100.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order a3c5bbec-ab21-4a7f-8938-52ed326f12cd
530175c9-8d9c-4c4b-996d-ac2d7548fce4,GOOGL,RECOVERED,buy,2025-10-14 17:07:51.423339+00:00,246.04,2025-10-14 17:07:51.845158+00:00,246.04,50.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 38c0d0b0-7bbd-4908-9902-53fa4b99ee87
8c20c584-c9de-48d9-9497-042e1f1ad945,MSFT,RECOVERED,buy,2025-10-14 17:04:51.828850+00:00,513.19,2025-10-14 17:04:52.086270+00:00,513.19,25.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order e6f9463a-29a9-423e-bc29-726e9ac9e910
95c159c8-96e5-4f6c-979a-64def82d6538,MSFT,RECOVERED,buy,2025-10-14 17:03:55.816863+00:00,513.08,2025-10-14 17:03:56.056967+00:00,513.08,25.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 2688ea73-cd8b-4ed5-ade2-f7228aff1bd3
2702e168-978a-43d3-b5ce-cf898388ce3e,NVDA,RECOVERED,buy,2025-10-14 16:52:32.033299+00:00,183.9184,2025-10-14 16:52:33.819296+00:00,183.9184,50.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 8ca629f7-fd51-4610-ad14-16ce93c36076
c885e665-81cd-451b-9fcd-7f7316c56f8b,HMC,RECOVERED,buy,2025-10-14 12:39:49.307936+00:00,30.18,2025-10-14 13:30:04.625789+00:00,30.18,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order f8722e7a-06c4-4bb8-aa1b-1b6b0e7f3411
678159a0-d819-447d-bfc0-e65359340d32,MA,RECOVERED,buy,2025-10-13 17:21:23.441188+00:00,560.59,2025-10-13 17:21:24.251335+00:00,560.59,20.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order d6b401c8-5d10-43c9-9a7e-8097b4af0f22
656e219f-7ee8-4b38-bedb-3ed1dec6b36c,MA,RECOVERED,buy,2025-10-13 17:20:56.789909+00:00,560.0,2025-10-13 17:33:46.948590+00:00,560.0,1.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 9a81c720-de15-4d46-924c-1d8f2d54aebc
8bf0760e-52fb-494e-baae-a7f78a6ce2d4,GOOGL,RECOVERED,buy,2025-10-13 17:13:01.408656+00:00,242.31,2025-10-13 17:13:02.200068+00:00,242.31,100.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order b2d9a88c-c9c3-4c21-863c-4ea6ed05f449
e143c529-58cf-4840-b7b3-93cb70bb85fb,NVDA,RECOVERED,buy,2025-10-13 17:10:41.476182+00:00,188.3301,2025-10-13 17:40:50.027420+00:00,188.3301,100.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order 95555b42-6c23-4ca3-a949-c87116273fd1
a9be7c40-9354-4a05-8eab-2997d05c05c5,MSFT,RECOVERED,buy,2025-10-13 17:09:44.535209+00:00,513.44,2025-10-13 17:18:36.673460+00:00,513.44,50.0,,,0.0,0.0,0.0,0,0,CLOSED,Recovered Order e2acf313-5f69-4591-ae6c-5c533b93bd62
0d8627ba-e683-471b-8e8f-374142beee0b,AFRM,SEEDED,LONG,2026-01-08T17:13:17.323695,81.1,,,168.0,79.478,,272.496,,,,,OPEN,Recovered from Alpaca Api
a4acbd90-8364-47b9-a7ea-3954fe397eac,PINS,SEEDED,SHORT,2026-01-08T17:13:17.323823,27.46,,,-721.0,28.0092,,395.9731999999993,,,,,OPEN,Recovered from Alpaca Api
83061006-891a-408d-9547-00b4a145b1d9,PYPL,SEEDED,SHORT,2026-01-08T17:13:17.323881,58.65,,,-338.0,59.823,,396.4740000000006,,,,,OPEN,Recovered from Alpaca Api
70234466-dc0d-47f5-a559-9cc98d8ba76b,RCL,SEEDED,LONG,2026-01-08T17:13:17.323898,295.31,,,66.0,289.4038,,389.8092000000008,,,,,OPEN,Recovered from Alpaca Api
b116c282-6016-4e8a-9967-d7dc5e0088b6,SHOP,SEEDED,LONG,2026-01-08T17:13:17.323912,166.0,,,82.0,162.68,,272.23999999999944,,,,,OPEN,Recovered from Alpaca Api
4019a4ca-7cc6-4c8b-b3a1-2c34705a0878,SOFI,SEEDED,SHORT,2026-01-08T17:13:17.323925,29.802092,,,-459.0,30.39813384,,273.58320456000075,,,,,OPEN,Recovered from Alpaca Api
af62e31d-577e-45d6-a756-d1f1bb56ec44,SOFI,MANUAL_IMPORT,BUY,2026-01-08 11:21:49,27.52,2026-01-08 11:21:49,27.52,30.0,CLOSED,0,Imported: Buy 30 SOFI	FILL	30	...
c438f356-0707-404b-bd04-0cb8c44e5a3c,SOFI,MANUAL_IMPORT,BUY,2026-01-08 11:21:48,27.520000000000003,2026-01-08 11:21:48,27.520000000000003,90.0,CLOSED,0,Imported: Buy 90 SOFI	FILL	90	...
51f8be31-de08-4d7e-a32e-6c2862ed5c6c,SOFI,MANUAL_IMPORT,BUY,2026-01-08 11:21:48,27.52,2026-01-08 11:21:48,27.52,126.0,CLOSED,0,Imported: Buy 126 SOFI	FILL	12...
f4afbbd8-4722-435d-9d1f-d19fd740148b,SOFI,MANUAL_IMPORT,BUY,2026-01-08 11:21:48,27.52,2026-01-08 11:21:48,27.52,213.0,CLOSED,0,Imported: Buy 213 SOFI	FILL	21...
db943fad-2225-45c1-aa9d-ebf85cd2196a,PYPL,MANUAL_IMPORT,SELL_SHORT,2026-01-07 11:00:08,58.650000000000006,2026-01-07 11:00:08,58.650000000000006,338.0,CLOSED,0,Imported: Sell_short 338 PYPL	...
ea9d416e-9c76-405e-a17b-d407fdcb1de3,PINS,MANUAL_IMPORT,SELL_SHORT,2026-01-07 11:00:08,27.46,2026-01-07 11:00:08,27.46,721.0,CLOSED,0,Imported: Sell_short 721 PINS	...
1e8a69eb-9f18-44fe-bf5b-adcf14a36f89,ROKU,MANUAL_IMPORT,SELL,2026-01-07 09:15:54,109.75,2026-01-07 09:15:54,109.75,124.0,CLOSED,0,Imported: Sell 124 ROKU	FILL	1...
c93db0c9-cc93-4f9e-a4f1-ee75af484f98,MSFT,MANUAL_IMPORT,BUY,2026-01-07 08:34:08,481.91,2026-01-07 08:34:08,481.91,4.0,CLOSED,0,Imported: Buy 4 MSFT	FILL	4	-$...
31fbb128-d432-4ec0-b9e3-8a54d0524eb0,MSFT,MANUAL_IMPORT,BUY,2026-01-07 08:34:08,481.91999999999996,2026-01-07 08:34:08,481.91999999999996,9.0,CLOSED,0,Imported: Buy 9 MSFT	FILL	9	-$...
227d1fa0-1c1e-4aa7-91a5-15beea5e4830,MSFT,MANUAL_IMPORT,BUY,2026-01-07 08:34:07,481.92,2026-01-07 08:34:07,481.92,15.0,CLOSED,0,Imported: Buy 15 MSFT	FILL	15	...
271b70f2-419c-4c04-8eb2-6d50cc14b659,RCL,MANUAL_IMPORT,BUY,2026-01-06 14:00:09,295.31,2026-01-06 14:00:09,295.31,66.0,CLOSED,0,Imported: Buy 66 RCL	FILL	66	-...
877eb243-57f6-4d6d-a663-d160cd3a1e8f,XOM,MANUAL_IMPORT,SELL,2026-01-06 13:51:53,121.66,2026-01-06 13:51:53,121.66,220.0,CLOSED,0,Imported: Sell 220 XOM	FILL	22...
4e0fc0e0-8145-4f4e-bc27-245f5711ce1a,MSFT,MANUAL_IMPORT,SELL_SHORT,2026-01-05 11:00:11,474.95,2026-01-05 11:00:11,474.95,1.0,CLOSED,0,Imported: Sell_short 1 MSFT	FI...
b75caa81-3175-4454-bd47-793bd3728e6e,MSFT,MANUAL_IMPORT,SELL_SHORT,2026-01-05 11:00:11,474.98,2026-01-05 11:00:11,474.98,2.0,CLOSED,0,Imported: Sell_short 2 MSFT	FI...
eecfe9a0-bec2-4811-b3fa-a027d9411cc1,SHOP,MANUAL_IMPORT,BUY,2026-01-05 11:00:10,166.0,2026-01-05 11:00:10,166.0,9.0,CLOSED,0,Imported: Buy 9 SHOP	FILL	9	-$...
3a520b29-626e-406e-9286-8a7b44d5654e,AFRM,MANUAL_IMPORT,BUY,2026-01-05 11:00:10,81.1,2026-01-05 11:00:10,81.1,1.0,CLOSED,0,Imported: Buy 1 AFRM	FILL	1	-$...
9c47551b-bcd9-4092-a6d9-62dafbe61aa8,MSFT,MANUAL_IMPORT,SELL_SHORT,2026-01-05 11:00:10,474.97999999999996,2026-01-05 11:00:10,474.97999999999996,15.0,CLOSED,0,Imported: Sell_short 15 MSFT	F...
6450b003-90cb-4cef-b5c2-9bdcfb0e0633,SHOP,MANUAL_IMPORT,BUY,2026-01-05 11:00:09,166.0,2026-01-05 11:00:09,166.0,19.0,CLOSED,0,Imported: Buy 19 SHOP	FILL	19	...
99e2bde0-9436-43fa-837f-faa710669baa,AFRM,MANUAL_IMPORT,BUY,2026-01-05 11:00:09,81.1,2026-01-05 11:00:09,81.1,4.0,CLOSED,0,Imported: Buy 4 AFRM	FILL	4	-$...
28522672-e57d-4668-901d-15448e4919c4,AFRM,MANUAL_IMPORT,BUY,2026-01-05 11:00:09,81.10000000000001,2026-01-05 11:00:09,81.10000000000001,6.0,CLOSED,0,Imported: Buy 6 AFRM	FILL	6	-$...
c4a31b03-5a4d-48b0-baff-a3367986f409,SOFI,MANUAL_IMPORT,SELL_SHORT,2026-01-05 11:00:09,29.810000000000002,2026-01-05 11:00:09,29.810000000000002,96.0,CLOSED,0,Imported: Sell_short 96 SOFI	F...
ea828005-faf3-4dd4-ab0a-23ff5367fb25,MSFT,MANUAL_IMPORT,SELL_SHORT,2026-01-05 11:00:09,474.98,2026-01-05 11:00:09,474.98,10.0,CLOSED,0,Imported: Sell_short 10 MSFT	F...
43383cf6-3c0b-4ddf-8273-75fe60143732,SHOP,MANUAL_IMPORT,BUY,2026-01-05 11:00:09,166.0,2026-01-05 11:00:09,166.0,54.0,CLOSED,0,Imported: Buy 54 SHOP	FILL	54	...
43a288c7-e735-4d43-bdde-0b80a01f8318,AFRM,MANUAL_IMPORT,BUY,2026-01-05 11:00:08,81.10000000000001,2026-01-05 11:00:08,81.10000000000001,157.0,CLOSED,0,Imported: Buy 157 AFRM	FILL	15...
970db642-08b2-4550-9a2d-c77ab3edca59,SOFI,MANUAL_IMPORT,SELL_SHORT,2026-01-05 11:00:08,29.8,2026-01-05 11:00:08,29.8,363.0,CLOSED,0,Imported: Sell_short 363 SOFI	...
55050adf-ed0d-4535-8089-66e97f9ab64d,HD,MANUAL_IMPORT,SELL,2026-01-05 08:32:54,343.37,2026-01-05 08:32:54,343.37,54.0,CLOSED,0,Imported: Sell 54 HD	FILL	54	+...
